36031,Black Breath,United States,Active,2006,Death/Thrash Metal/Crossover/Crust,Slaves Beyond Death,2015,0.78
36526,Living Sacrifice,United States,Active,1989,Thrash/Death Metal (early)| Metalcore (later),Nonexistent,1992,0.99
36526,Living Sacrifice,United States,Active,1989,Thrash/Death Metal (early)| Metalcore (later),Inhabit,1994,0.6
36526,Living Sacrifice,United States,Active,1989,Thrash/Death Metal (early)| Metalcore (later),The Hammering Process,2000,0.82
36526,Living Sacrifice,United States,Active,1989,Thrash/Death Metal (early)| Metalcore (later),The Infinite Order,2010,0.4
36526,Living Sacrifice,United States,Active,1989,Thrash/Death Metal (early)| Metalcore (later),Ghost Thief,2013,0.8
36536,Macabre,United States,Active,1984,Thrash/Death Metal/Grindcore,Gloom,1989,0.89
36536,Macabre,United States,Active,1984,Thrash/Death Metal/Grindcore,Gloom,1989,0.94
36536,Macabre,United States,Active,1984,Thrash/Death Metal/Grindcore,Sinister Slaughter,1993,0.96
36536,Macabre,United States,Active,1984,Thrash/Death Metal/Grindcore,Sinister Slaughter,1993,1.0
36536,Macabre,United States,Active,1984,Thrash/Death Metal/Grindcore,Sinister Slaughter,1993,1.0
36536,Macabre,United States,Active,1984,Thrash/Death Metal/Grindcore,Sinister Slaughter,1993,0.97
36536,Macabre,United States,Active,1984,Thrash/Death Metal/Grindcore,Dahmer,2000,0.94
36536,Macabre,United States,Active,1984,Thrash/Death Metal/Grindcore,Dahmer,2000,0.98
36536,Macabre,United States,Active,1984,Thrash/Death Metal/Grindcore,Dahmer,2000,0.91
36536,Macabre,United States,Active,1984,Thrash/Death Metal/Grindcore,Murder Metal,2003,0.92
36536,Macabre,United States,Active,1984,Thrash/Death Metal/Grindcore,Murder Metal,2003,0.94
36536,Macabre,United States,Active,1984,Thrash/Death Metal/Grindcore,Grim Scary Tales,2011,0.4
36536,Macabre,United States,Active,1984,Thrash/Death Metal/Grindcore,Grim Scary Tales,2011,0.35
36536,Macabre,United States,Active,1984,Thrash/Death Metal/Grindcore,Grim Scary Tales,2011,0.8
36538,Machinemade God,Germany,Split-up,2003,Melodic Death/Thrash Metal/Metalcore,Masked,2007,0.86
36565,Melechesh,Israel,Active,1995,Black/Death/Middle Eastern Folk Metal,As Jerusalem Burns... Al'Intisar,1996,0.6
36565,Melechesh,Israel,Active,1995,Black/Death/Middle Eastern Folk Metal,As Jerusalem Burns... Al'Intisar,1996,0.85
36565,Melechesh,Israel,Active,1995,Black/Death/Middle Eastern Folk Metal,Djinn,2001,0.8
36565,Melechesh,Israel,Active,1995,Black/Death/Middle Eastern Folk Metal,Djinn,2001,0.8
36565,Melechesh,Israel,Active,1995,Black/Death/Middle Eastern Folk Metal,Djinn,2001,0.7
36565,Melechesh,Israel,Active,1995,Black/Death/Middle Eastern Folk Metal,Djinn,2001,0.85
36565,Melechesh,Israel,Active,1995,Black/Death/Middle Eastern Folk Metal,Sphynx,2003,0.9
36565,Melechesh,Israel,Active,1995,Black/Death/Middle Eastern Folk Metal,Sphynx,2003,0.96
36565,Melechesh,Israel,Active,1995,Black/Death/Middle Eastern Folk Metal,Sphynx,2003,0.99
36565,Melechesh,Israel,Active,1995,Black/Death/Middle Eastern Folk Metal,Sphynx,2003,0.95
36565,Melechesh,Israel,Active,1995,Black/Death/Middle Eastern Folk Metal,Sphynx,2003,0.98
36565,Melechesh,Israel,Active,1995,Black/Death/Middle Eastern Folk Metal,Sphynx,2003,0.84
36565,Melechesh,Israel,Active,1995,Black/Death/Middle Eastern Folk Metal,Sphynx,2003,0.95
36565,Melechesh,Israel,Active,1995,Black/Death/Middle Eastern Folk Metal,Emissaries,2006,0.82
36565,Melechesh,Israel,Active,1995,Black/Death/Middle Eastern Folk Metal,Emissaries,2006,0.95
36565,Melechesh,Israel,Active,1995,Black/Death/Middle Eastern Folk Metal,Emissaries,2006,0.95
36565,Melechesh,Israel,Active,1995,Black/Death/Middle Eastern Folk Metal,Emissaries,2006,0.85
36565,Melechesh,Israel,Active,1995,Black/Death/Middle Eastern Folk Metal,The Epigenesis,2010,0.87
36565,Melechesh,Israel,Active,1995,Black/Death/Middle Eastern Folk Metal,The Epigenesis,2010,1.0
36565,Melechesh,Israel,Active,1995,Black/Death/Middle Eastern Folk Metal,The Epigenesis,2010,1.0
36565,Melechesh,Israel,Active,1995,Black/Death/Middle Eastern Folk Metal,The Epigenesis,2010,1.0
36565,Melechesh,Israel,Active,1995,Black/Death/Middle Eastern Folk Metal,The Epigenesis,2010,0.95
36565,Melechesh,Israel,Active,1995,Black/Death/Middle Eastern Folk Metal,The Epigenesis,2010,0.99
36565,Melechesh,Israel,Active,1995,Black/Death/Middle Eastern Folk Metal,The Epigenesis,2010,0.9
36565,Melechesh,Israel,Active,1995,Black/Death/Middle Eastern Folk Metal,The Epigenesis,2010,0.85
36565,Melechesh,Israel,Active,1995,Black/Death/Middle Eastern Folk Metal,The Epigenesis,2010,0.9
36565,Melechesh,Israel,Active,1995,Black/Death/Middle Eastern Folk Metal,Enki,2015,0.8
36565,Melechesh,Israel,Active,1995,Black/Death/Middle Eastern Folk Metal,Enki,2015,0.8
36565,Melechesh,Israel,Active,1995,Black/Death/Middle Eastern Folk Metal,Enki,2015,0.87
36565,Melechesh,Israel,Active,1995,Black/Death/Middle Eastern Folk Metal,Enki,2015,0.7
36565,Melechesh,Israel,Active,1995,Black/Death/Middle Eastern Folk Metal,Enki,2015,0.75
36565,Melechesh,Israel,Active,1995,Black/Death/Middle Eastern Folk Metal,Enki,2015,0.8
36565,Melechesh,Israel,Active,1995,Black/Death/Middle Eastern Folk Metal,Enki,2015,0.79
36569,MergingMoon,Japan,Active,2010,Melodic Death Metal/Metalcore with Electronic Influences,Kamikakushi~神隠し,2013,0.9
36570,Meridian,United States,Active,2010,Symphonic/Progressive/Folk/Melodic Death Metal,Manifest Destiny,2013,0.78
36578,Mirrorthrone,Switzerland,Active,2000,Progressive/Symphonic Black/Death Metal,Of Wind and Weeping,2003,0.8
36578,Mirrorthrone,Switzerland,Active,2000,Progressive/Symphonic Black/Death Metal,Of Wind and Weeping,2003,0.99
36578,Mirrorthrone,Switzerland,Active,2000,Progressive/Symphonic Black/Death Metal,Of Wind and Weeping,2003,0.95
36578,Mirrorthrone,Switzerland,Active,2000,Progressive/Symphonic Black/Death Metal,Of Wind and Weeping,2003,0.7
36578,Mirrorthrone,Switzerland,Active,2000,Progressive/Symphonic Black/Death Metal,Carriers of Dust,2006,1.0
36578,Mirrorthrone,Switzerland,Active,2000,Progressive/Symphonic Black/Death Metal,Carriers of Dust,2006,0.7
36578,Mirrorthrone,Switzerland,Active,2000,Progressive/Symphonic Black/Death Metal,Carriers of Dust,2006,1.0
36578,Mirrorthrone,Switzerland,Active,2000,Progressive/Symphonic Black/Death Metal,Carriers of Dust,2006,1.0
36578,Mirrorthrone,Switzerland,Active,2000,Progressive/Symphonic Black/Death Metal,Carriers of Dust,2006,0.98
36578,Mirrorthrone,Switzerland,Active,2000,Progressive/Symphonic Black/Death Metal,Gangrene,2008,0.95
36578,Mirrorthrone,Switzerland,Active,2000,Progressive/Symphonic Black/Death Metal,Gangrene,2008,1.0
36578,Mirrorthrone,Switzerland,Active,2000,Progressive/Symphonic Black/Death Metal,Gangrene,2008,0.86
36578,Mirrorthrone,Switzerland,Active,2000,Progressive/Symphonic Black/Death Metal,Gangrene,2008,0.94
36578,Mirrorthrone,Switzerland,Active,2000,Progressive/Symphonic Black/Death Metal,Gangrene,2008,0.59
36578,Mirrorthrone,Switzerland,Active,2000,Progressive/Symphonic Black/Death Metal,Gangrene,2008,0.8
36578,Mirrorthrone,Switzerland,Active,2000,Progressive/Symphonic Black/Death Metal,Gangrene,2008,0.7
36578,Mirrorthrone,Switzerland,Active,2000,Progressive/Symphonic Black/Death Metal,Gangrene,2008,0.87
36578,Mirrorthrone,Switzerland,Active,2000,Progressive/Symphonic Black/Death Metal,Gangrene,2008,0.7
36591,Mucupurulent,Germany,Active,1995,Death Metal/Grind 'n' Roll,Horny like Hell,1999,0.7
36591,Mucupurulent,Germany,Active,1995,Death Metal/Grind 'n' Roll,Horny like Hell,1999,0.45
36591,Mucupurulent,Germany,Active,1995,Death Metal/Grind 'n' Roll,Bloodstained Blues,2006,0.79
36598,Mysteria,Poland,On hold,2003,Black/Death Metal with Folk Influences,Temple of the Scorn,2008,0.68
36598,Mysteria,Poland,On hold,2003,Black/Death Metal with Folk Influences,Temple of the Scorn,2008,0.7
36613,Nekrofilth,United States,Active,2008,Death/Thrash Metal/Hardcore Punk,Devil's Breath,2013,0.9
36613,Nekrofilth,United States,Active,2008,Death/Thrash Metal/Hardcore Punk,Devil's Breath,2013,0.85
36616,Neoandertals,Estonia,Active,2003,Brutal Death Metal| Avant-garde,Neanderthals Were Master Butchers,2007,0.95
36616,Neoandertals,Estonia,Active,2003,Brutal Death Metal| Avant-garde,Neanderthals Were Master Butchers,2007,0.93
36616,Neoandertals,Estonia,Active,2003,Brutal Death Metal| Avant-garde,Neanderthals Were Master Butchers,2007,0.84
36616,Neoandertals,Estonia,Active,2003,Brutal Death Metal| Avant-garde,Neanderthals Were Master Butchers,2007,0.0
36616,Neoandertals,Estonia,Active,2003,Brutal Death Metal| Avant-garde,Neanderthals Were Master Butchers,2007,0.9
36616,Neoandertals,Estonia,Active,2003,Brutal Death Metal| Avant-garde,Neanderthals Were Master Butchers,2007,0.15
36616,Neoandertals,Estonia,Active,2003,Brutal Death Metal| Avant-garde,Ebu Gogo Gutting the Child,2011,0.97
36616,Neoandertals,Estonia,Active,2003,Brutal Death Metal| Avant-garde,Ebu Gogo Gutting the Child,2011,0.85
36616,Neoandertals,Estonia,Active,2003,Brutal Death Metal| Avant-garde,Australopithecus,2012,0.75
36618,Nesseria,France,Active,2004,Death/Black Metal/Grindcore,Nesseria,2009,0.77
36621,Neuropathia,Poland,Active,1996,Goregrind (early)| Death Metal/Hardcore (later),Graveyard Cowboys,2003,0.74
36621,Neuropathia,Poland,Active,1996,Goregrind (early)| Death Metal/Hardcore (later),Satan Is a Cunt,2005,0.9
36621,Neuropathia,Poland,Active,1996,Goregrind (early)| Death Metal/Hardcore (later),Satan Is a Cunt,2005,0.87
36621,Neuropathia,Poland,Active,1996,Goregrind (early)| Death Metal/Hardcore (later),Satan Owns Your Stereo,2008,0.8
36621,Neuropathia,Poland,Active,1996,Goregrind (early)| Death Metal/Hardcore (later),Neuropathia,2009,0.7
36622,Neurothing,Poland,Active,2004,Thrash/Death Metal/Hardcore,Murder Book,2009,0.8
36634,Noisem,United States,Active,2013,Death/Thrash Metal/Grindcore,Agony Defined,2013,0.76
36634,Noisem,United States,Active,2013,Death/Thrash Metal/Grindcore,Blossoming Decay,2015,0.6
36634,Noisem,United States,Active,2013,Death/Thrash Metal/Grindcore,Blossoming Decay,2015,0.85
36634,Noisem,United States,Active,2013,Death/Thrash Metal/Grindcore,Blossoming Decay,2015,0.77
36634,Noisem,United States,Active,2013,Death/Thrash Metal/Grindcore,Blossoming Decay,2015,0.58
36643,Nyia,Poland,Split-up,1999,Jazz/Death Metal/Grindcore,Head Held High,2004,0.2
36643,Nyia,Poland,Split-up,1999,Jazz/Death Metal/Grindcore,Head Held High,2004,0.7
36643,Nyia,Poland,Split-up,1999,Jazz/Death Metal/Grindcore,More Than You Expect,2007,0.6
36643,Nyia,Poland,Split-up,1999,Jazz/Death Metal/Grindcore,More Than You Expect,2007,0.59
36648,Oblomov,Czech Republic,Active,2000,Black/Death Metal with Folk influences,Mighty Cosmic Dances,2005,0.78
36648,Oblomov,Czech Republic,Active,2000,Black/Death Metal with Folk influences,Communitas (Deconstructing the Order),2009,0.7
36648,Oblomov,Czech Republic,Active,2000,Black/Death Metal with Folk influences,Communitas (Deconstructing the Order),2009,0.9
36648,Oblomov,Czech Republic,Active,2000,Black/Death Metal with Folk influences,Communitas (Deconstructing the Order),2009,0.8
36672,Owen Hart,United States,Changed name,2004,Death/Black Metal/Metalcore,Earth Control,2011,0.87
36673,Owl,Germany,Active,2010,Death/Doom Metal/Ambient,Owl,2011,0.7
36673,Owl,Germany,Active,2010,Death/Doom Metal/Ambient,You Are the Moon| I Am the Night,2013,0.83
36681,Pay for Pleasure,Italy,Active,2014,Death/Thrash Metal/Deathcore,Pay for Pleasure,2016,0.69
36688,Perverse Imagery,United States,Active,2010,Brutal Death Metal| Ambient/Experimental,Abstract Melodies,2013,0.66
36690,Phlebotomized,Netherlands,Active,1990,Avant-garde Death/Doom Metal,Immense Intense Suspense,1994,0.83
36690,Phlebotomized,Netherlands,Active,1990,Avant-garde Death/Doom Metal,Immense Intense Suspense,1994,0.89
36690,Phlebotomized,Netherlands,Active,1990,Avant-garde Death/Doom Metal,Immense Intense Suspense,1994,0.86
36690,Phlebotomized,Netherlands,Active,1990,Avant-garde Death/Doom Metal,Skycontact,1997,0.9
36690,Phlebotomized,Netherlands,Active,1990,Avant-garde Death/Doom Metal,Skycontact,1997,0.95
36690,Phlebotomized,Netherlands,Active,1990,Avant-garde Death/Doom Metal,Skycontact,1997,0.0
36690,Phlebotomized,Netherlands,Active,1990,Avant-garde Death/Doom Metal,Skycontact,1997,0.92
36698,Population Reduction,United States,Split-up,1999,Death/Thrash Metal/Grindcore,Each Birth a New Disaster,2008,0.8
36699,Porrada,Brazil,Split-up,1991,Death/Black Metal/Grindcore,The Avalanche,1992,0.87
36724,Radiation Sickness,United States,Active,1987,Death/Thrash Metal/Crossover,Reflections of a Psychotic Past,2012,0.7
36724,Radiation Sickness,United States,Active,1987,Death/Thrash Metal/Crossover,Reflections of a Psychotic Past,2012,0.7
36725,Rafflesia,Belgium,Active,2005,Death/Thrash Metal/Metalcore,Embrace the Final Day,2007,0.71
36727,Rainroom,Finland,On hold,2003,Progressive Death/Doom Metal| Ambient,And the Other That Was a Machine...,2011,0.7
36759,Rifftera,Finland,Active,2010,Alternative/Melodic Death/Thrash Metal,Pitch Black,2015,0.73
36759,Rifftera,Finland,Active,2010,Alternative/Melodic Death/Thrash Metal,Pitch Black,2015,0.75
36777,Sammath Naur,Poland,Active,1999,Avant-garde Black/Death Metal,Self-Proclaimed Existence,2005,0.9
36777,Sammath Naur,Poland,Active,1999,Avant-garde Black/Death Metal,Self-Proclaimed Existence,2005,0.19
36777,Sammath Naur,Poland,Active,1999,Avant-garde Black/Death Metal,Anhedonia,2011,0.85
36778,Sanctum,United States,Split-up,2004,Thrash/Death Metal/Crustcore,On the Horizon,2008,0.93
36783,Sardonic Wrath,United States,Active,2012,Black/Death/Doom Metal| Ambient,Night,2015,0.9
36789,Scar of the Sun,Greece,Active,2004,Gothic/Doom Metal with Death Influences,A Series of Unfortunate Concurrencies,2011,0.46
36792,Scheitan,Sweden,Split-up,1996,Black Metal (early)| Death 'n' Roll (later),Travelling in Ancient Times,1996,0.88
36792,Scheitan,Sweden,Split-up,1996,Black Metal (early)| Death 'n' Roll (later),Travelling in Ancient Times,1996,0.91
36793,Schiztome,United Kingdom,Split-up,2000,Thrash/Death Metal/Hardcore,The Art of Dying,2005,0.88
36794,Schnauzer,United States,On hold,1988,Death/Thrash Metal/Grindcore,When Your Bitch Is in Heat...,1999,0.75
36800,Scum,International,On hold,2002,Black/Death Metal/Punk,Gospels for the Sick,2005,0.13
36800,Scum,International,On hold,2002,Black/Death Metal/Punk,Gospels for the Sick,2005,0.78
36800,Scum,International,On hold,2002,Black/Death Metal/Punk,Gospels for the Sick,2005,0.75
36814,Serenity in Murder,Japan,Active,2009,Symphonic/Melodic Black/Death Metal,The First Frisson of the World,2011,0.6
36814,Serenity in Murder,Japan,Active,2009,Symphonic/Melodic Black/Death Metal,The Highest of Dystopia,2015,0.8
36814,Serenity in Murder,Japan,Active,2009,Symphonic/Melodic Black/Death Metal,The Highest of Dystopia,2015,0.89
36818,Sethnefer,Germany,Active,2001,Melodic Doom Metal/Death 'n' Roll,Women and Suicide,2009,0.6
36825,Shadows Fall,United States,Active,1995,Melodic Death Metal (early)| Metalcore (later),Somber Eyes to the Sky,1997,0.87
36825,Shadows Fall,United States,Active,1995,Melodic Death Metal (early)| Metalcore (later),Somber Eyes to the Sky,1997,0.8
36825,Shadows Fall,United States,Active,1995,Melodic Death Metal (early)| Metalcore (later),Of One Blood,2000,0.84
36825,Shadows Fall,United States,Active,1995,Melodic Death Metal (early)| Metalcore (later),Of One Blood,2000,0.93
36825,Shadows Fall,United States,Active,1995,Melodic Death Metal (early)| Metalcore (later),Of One Blood,2000,0.99
36825,Shadows Fall,United States,Active,1995,Melodic Death Metal (early)| Metalcore (later),Of One Blood,2000,0.9
36825,Shadows Fall,United States,Active,1995,Melodic Death Metal (early)| Metalcore (later),Of One Blood,2000,0.62
36825,Shadows Fall,United States,Active,1995,Melodic Death Metal (early)| Metalcore (later),Of One Blood,2000,0.98
36825,Shadows Fall,United States,Active,1995,Melodic Death Metal (early)| Metalcore (later),The Art of Balance,2002,0.45
36825,Shadows Fall,United States,Active,1995,Melodic Death Metal (early)| Metalcore (later),The Art of Balance,2002,0.6
36825,Shadows Fall,United States,Active,1995,Melodic Death Metal (early)| Metalcore (later),The Art of Balance,2002,0.45
36825,Shadows Fall,United States,Active,1995,Melodic Death Metal (early)| Metalcore (later),The Art of Balance,2002,0.99
36825,Shadows Fall,United States,Active,1995,Melodic Death Metal (early)| Metalcore (later),The Art of Balance,2002,0.95
36825,Shadows Fall,United States,Active,1995,Melodic Death Metal (early)| Metalcore (later),The Art of Balance,2002,0.1
36825,Shadows Fall,United States,Active,1995,Melodic Death Metal (early)| Metalcore (later),The Art of Balance,2002,0.85
36825,Shadows Fall,United States,Active,1995,Melodic Death Metal (early)| Metalcore (later),The Art of Balance,2002,0.6
36825,Shadows Fall,United States,Active,1995,Melodic Death Metal (early)| Metalcore (later),The Art of Balance,2002,0.99
36825,Shadows Fall,United States,Active,1995,Melodic Death Metal (early)| Metalcore (later),The Art of Balance,2002,0.7
36825,Shadows Fall,United States,Active,1995,Melodic Death Metal (early)| Metalcore (later),The Art of Balance,2002,0.95
36825,Shadows Fall,United States,Active,1995,Melodic Death Metal (early)| Metalcore (later),The War Within,2004,0.68
36825,Shadows Fall,United States,Active,1995,Melodic Death Metal (early)| Metalcore (later),The War Within,2004,0.97
36825,Shadows Fall,United States,Active,1995,Melodic Death Metal (early)| Metalcore (later),The War Within,2004,0.85
36825,Shadows Fall,United States,Active,1995,Melodic Death Metal (early)| Metalcore (later),The War Within,2004,0.54
36825,Shadows Fall,United States,Active,1995,Melodic Death Metal (early)| Metalcore (later),The War Within,2004,0.15
36825,Shadows Fall,United States,Active,1995,Melodic Death Metal (early)| Metalcore (later),The War Within,2004,0.93
36825,Shadows Fall,United States,Active,1995,Melodic Death Metal (early)| Metalcore (later),The War Within,2004,0.76
36825,Shadows Fall,United States,Active,1995,Melodic Death Metal (early)| Metalcore (later),The War Within,2004,0.82
36825,Shadows Fall,United States,Active,1995,Melodic Death Metal (early)| Metalcore (later),The War Within,2004,0.8
36825,Shadows Fall,United States,Active,1995,Melodic Death Metal (early)| Metalcore (later),The War Within,2004,0.8
36825,Shadows Fall,United States,Active,1995,Melodic Death Metal (early)| Metalcore (later),The War Within,2004,0.87
36825,Shadows Fall,United States,Active,1995,Melodic Death Metal (early)| Metalcore (later),Threads of Life,2007,0.69
36825,Shadows Fall,United States,Active,1995,Melodic Death Metal (early)| Metalcore (later),Threads of Life,2007,0.9
36825,Shadows Fall,United States,Active,1995,Melodic Death Metal (early)| Metalcore (later),Threads of Life,2007,0.85
36825,Shadows Fall,United States,Active,1995,Melodic Death Metal (early)| Metalcore (later),Threads of Life,2007,0.89
36825,Shadows Fall,United States,Active,1995,Melodic Death Metal (early)| Metalcore (later),Threads of Life,2007,0.93
36825,Shadows Fall,United States,Active,1995,Melodic Death Metal (early)| Metalcore (later),Threads of Life,2007,0.88
36825,Shadows Fall,United States,Active,1995,Melodic Death Metal (early)| Metalcore (later),Threads of Life,2007,0.7
